Gene.name	Human.gene.name
ETS1	ETS1
UBR3	UBR3
CYB561	CYB561
RAPGEF3	RAPGEF3
EIF2AK4	EIF2AK4
PRKAB1	PRKAB1
LAG3	LAG3
TCEA2	TCEA2
TSPAN1	TSPAN1
CD4	CD4
PPP1R7	PPP1R7
ENDOU	ENDOU
RPS17	RPS17
WDR59	WDR59
GPR162	GPR162
FLI1	FLI1
HDLBP	HDLBP
P3H3	P3H3
FITM2	FITM2
TMEM233	TMEM233
STAT5A	STAT5B
STAT5A	STAT5A
MUC5ACL	MUC5AC
ZNRF1	ZNRF1
GNB3	GNB3
SEPTIN2	SEPTIN2
COPZ1	COPZ1
CDCA3	CDCA3
GADD45A	GADD45A
CPEB1	CPEB1
CTRB1	CTRB2
CTRB1	CTRB1
GDAP1L1	GDAP1L1
	CTRB2
	CTRB1
	HOXB8
ST14	ST14
OSER1	OSER1
CCDC60	CCDC60
USP5	USP5
HOXB7	HOXB7
HOXB6	HOXB6
AP3B2	AP3B2
NEUROD4	NEUROD4
FARP2	FARP2
GNG12	GNG12
HSPB8	HSPB8
TPI1	TPI1
HOXB5	HOXB5
	GLYATL3
SRRM4	SRRM4
LRRC23	LRRC23
DNAJA2	DNAJA2
ZBTB44	ZBTB44
GSS	GSS
SUDS3	SUDS3
HOXB4	HOXB4
OLFM3	OLFM3
WLS	WLS
KCNJ1	KCNJ1
HOXB3	HOXB3
BMF	BMF
BCAR1	BCAR1
TMOD3	TMOD3
ATN1	ATN1
KCNJ5	KCNJ5
HOXB2	HOXB2
ACSS2	ACSS2
C15orf52	CCDC9B
STK25	STK25
C12orf57	C12orf57
FAM219B	FAM219B
ARHGAP33	ARHGAP32
HOXB1	HOXB1
CFDP1	CFDP1
MPI	MPI
CLCF1	CLCF1
	PLEKHM1
PTPN6	PTPN6
BOK	BOK
SCAMP2	SCAMP2
TAOK3	TAOK3
SOGA1	MTCL2
BARX2	BARX2
GRN	GRN
ETV5	ETV5
PHB2	PHB2
	PRSS1
	PRSS3
	PRSS2
PLEKHA3	PLEKHA3
DISP2	DISP2
RPE65	RPE65
TMEM45A	TMEM45B
ASPHD1	ASPHD2
ULK3	ULK3
METTL5	METTL5
DGKG	DGKG
EMG1	EMG1
KNSTRN	KNSTRN
TMEM98	TMEM98
CPLX3	CPLX3
FKBP7	FKBP7
	TMEM170A
PRSS2	PRSS1
PRSS2	PRSS3
PRSS2	PRSS2
TMEM45L	TMEM45B
SSB	SSB
PTPRT	PTPRT
SLC11A2	SLC11A2
ARHGAP27	ARHGAP27
SGPP2	SGPP2
HPS4	HPS4
IVD	IVD
DFNB59	PJVK
	LRRC37B
	LRRC37A3
	LRRC37A
	LRRC37A2
LPCAT3	LPCAT3
APLP2	APLP2
MYBL2	MYBL2
DEPDC1	DEPDC1
SRRD	SRRD
RDM1	RDM1
TFIP11	TFIP11
SLC12A3	SLC12A3
FARSB	FARSB
S1PR1	S1PR1
BAHD1	BAHD1
CSK	CSK
MOGAT1	MOGAT1
IL10RA	IL10RA
CHST14	CHST14
TPST2	TPST2
GH	GH1
GH	CSH1
GH	GH2
GH	CSH2
GH	CSHL1
C1S	C1S
INSYN1	INSYN1
LRRC7	LRRC7
GPT2	GPT2
COPB1	COPB1
CRYBA4	CRYBA4
IRS1	IRS1
CD79B	CD79B
OSBPL6	OSBPL6
PSMA1	PSMA1
LOXL1	LOXL1
IFT52	IFT52
SCN4A	SCN4A
PDE3B	PDE3B
RHBDD1	RHBDD1
DCTN2	DCTN2
KLHL23	KLHL23
LRRC40	LRRC40
PAX6	PAX6
SCN4B	SCN4B
DPH5	DPH5
SCN2B	SCN2B
SLC30A7	SLC30A7
C1R	C1R
CRYBB1	CRYBB1
PHOSPHO2	PHOSPHO2
SLC6A9	SLC6A9
C16orf87	C16orf87
MUC1	C15orf39
RCN1	RCN1
EXTL2	EXTL2
SGK2	SGK2
PRR29	AGPAT1
MN1	MN1
MPZL3	MPZL3
SLC32A1	SLC32A1
MYLK3	MYLK3
WT1	WT1
SRSF11	SRSF11
PPCDC	PPCDC
CLSTN3	CLSTN3
LRRC4C	LRRC4C
	NUP93
PPIG	PPIG
COL4A4	COL4A4
PITPNB	PITPNB
ANKRD13C	ANKRD13C
CDK5RAP3	CDK5RAP3
MPZL2	MPZL2
CDC14A	CDC14A
ARHGAP40	ARHGAP40
EIF3M	EIF3M
CD3E	CD3E
FASTKD1	FASTKD1
SCAMP5	SCAMP5
PRR15L	PRR15L
CYP2R1	CYP2R1
PNPO	PNPO
SP2	SP2
ACTR5	ACTR5
TM2D1	TM2D1
ORC6	ORC6
KIF5A	KIF5A
PPP1R16B	PPP1R16B
SP6	SP6
CD3D	CD3G
CD3D	CD3D
MT4	MT2A
MT4	MT1H
MT4	MT1G
MT4	MT1B
MT4	MT1X
MT4	MT1F
MT4	MT3
MT4	MT1A
MT4	MT1M
MT4	MT1E
MT4	MT1HL1
CHEK2	TTC28
RPP25	RPP25
FAM83D	FAM83D
PRRG4	PRRG4
C1QL1	C1QL1
CALCA	CALCB
BBS5	KLHL41
COX5A	COX5A
SCRN2	SCRN2
OVOA	MUC5B
	FAM83D
OAZ2	OAZ2
FANCF	FANCF
MIR129-2	MIR129-2
COL4A3	COL4A3
TMPRSS5	TMPRSS5
VPS35	VPS35
LRRC46	LRRC46
RTCA	RTCA
VTI1B	VTI1B
ZNF609	ZNF609
RBM45	RBM45
MT3	MT4
SNORD98	SNORD98
U2	RNU2-11P
ARCN1	ARCN1
NMT1	NMT1
PEX5	PEX5
GALNT6	GALNT6
PATJ	PATJ
MRPL10	MRPL10
DHX35	DHX35
CDON	CDON
MRPL44	MRPL44
CELA1	CELA1
PLCD3	PLCD3
BBS2	BBS2
ALOX5	ALOX5
BIN2	BIN2
KANK4	KANK4
CHEK2	CHEK2
MUC2	MUC2
DBT	DBT
CHEK1	CHEK1
USP1	USP1
AGFG1	AGFG1
SATB2	SATB2
PIP4K2C	PIP4K2C
INAFM2	INAFM2
NDUFS3	NDUFS3
STT3A	STT3A
SMAGP	SMAGP
OSBPL7	OSBPL7
PIK3AP1	PIK3AP1
DAZAP2	DAZAP2
HSCB	HSCB
LRRC39	LRRC39
SHCBP1	SHCBP1
ACBD4	ACBD4
SLC19A3	SLC19A3
TRIP4	TRIP4
SLC2A11L5	SLC2A7
TRMT13	TRMT13
EYA2	EYA2
EPHA1	EPHA1
AMBRA1	AMBRA1
DOCK7	DOCK7
UQCRFS1	UQCRFS1
CCL20	CCL20
HEXIM1	HEXIM1
POU6F1	POU6F1
MSMB	MSMB
EI24	EI24
VSTM2B	VSTM2B
TBX21	TBX21
C2orf69	C2orf69
ANGPTL3	ANGPTL3
RASA2	RASA2
CTH	CTH
SAMD8	SAMD8
SASS6	SASS6
POP4	POP4
PTGER3	PTGER3
TBKBP1	TBKBP1
FOXRED1	FOXRED1
RNF7	RNF7
TFCP2	TFCP2
ZMYND8	ZMYND8
CCDC117	CCDC117
ZRANB2	ZRANB2
MFSD14A	MFSD14A
GRK7	GRK7
CSNK1G1	CSNK1G1
NCOA3	NCOA3
ZYX	ZYX
KPNB1	KPNB1
SRPRA	SRPRA
CSRNP2	CSRNP2
XBP1	XBP1
ATP1B3	ATP1B3
NEGR1	NEGR1
LETMD1	LETMD1
ZNRF3	ZNRF3
SULF2	SULF2
SLC35A3	SLC35A3
PLEKHF1	PLEKHF1
C1QL4	C1QL4
KREMEN1	KREMEN1
YBX3	YBX3
FPGT	FPGT
PEAK1	PEAK1
PRPH	PRPH
TYW5	TYW5
	C19orf12
PREX1	PREX1
TFDP2	TFDP2
FAM118B	FAM118B
SUSD2	SUSD2
FMNL1	FMNL1
SYCE3	SYCE3
TNNI3K	TNNI3K
TSPAN3	TSPAN3
FAM131B	FAM131B
C19orf12	C19orf12
MYO7B	MYO7B
ARFGEF2	ARFGEF2
GSC2	GSC2
DGCR14	ESS2
DGCR2	DGCR2
ERICH3	ERICH3
EIF4B	EIF4B
STYK1	STYK1
CCNE1	CCNE1
CSE1L	CSE1L
AGPS	AGPS
PTPRJ	PTPRJ
CRYZ	CRYZ
TYW3	TYW3
KRT18	KRT18
MAP3K14	MAP3K14
MAIP1	MAIP1
IGLL1	IGLV3-16
IGLL1	IGLV3-9
IGLL1	IGLV3-25
IGLL1	IGLV3-32
IGLL1	IGLV3-10
IGLL1	IGLV3-19
IGLL1	IGLV3-1
IGLL1	IGLV3-27
IGLL1	IGLV3-22
LHX8	LHX8
AGL	AGL
CLCN1	CLCN1
TIRAP	TIRAP
SCAPER	SCAPER
STAU1	STAU1
LRP2	LRP2
OSBPL5	OSBPL5
NKD1	NKD1
MRPL45	MRPL45
DCPS	DCPS
PSTPIP1	PSTPIP1
GPR179	GPR179
RCN2	RCN2
	TNFRSF10C
	TNFRSF10B
	TNFRSF10D
ISL2	ISL2
	IGLV3-16
	IGLV3-9
	IGLV3-25
	IGLV3-32
	IGLV3-10
	IGLV3-19
	IGLV3-1
	IGLV3-27
	IGLV3-22
HSD3B1	HSD3B2
HSD3B1	HSD3B1
SLC44A5	SLC44A5
FRRS1	FRRS1
C20orf173	ST3GAL4
BRD7	BRD7
GPR17	GPR17
CASP2	CASP2
RABGGTB	RABGGTB
ADCY7	ADCY7
SPATS2L	SPATS2L
SFT2D3	SFT2D3
KIRREL3	KIRREL3
PAPD5	TENT4B
CARS	CARS1
PALMD	PALMD
GABARAPL1	GABARAPL1
SNORD97	SNORD97
ETFA	ETFA
	SNORA3A
SNORA23	SNORA23
RBM12	RBM12
MYO1D	MYO1D
CNEP1R1	CNEP1R1
SGF29	MSH4
PLPPR5	PLPPR5
WDR33	WDR33
NFE2L2	NFE2L2
CPNE1	CPNE1
NAP1L4	NAP1L4
	SLX1B
	SLX1A
TMEM52B	TMEM52B
POLR2D	POLR2D
MCAM	MCAM
TMEM266	TMEM266
AMMECR1L	AMMECR1L
NRG4	NRG4
SOCS7	SOCS7
PLPPR4	PLPPR4
DIDO1	DIDO1
CDK5R1	CDK5R1
PHLDA2	PHLDA2
GID8	GID8
AK4	AK4P3
AK4	AK4
PSMD11	PSMD11
FBXO22	FBXO22
SAP130	SAP130
GIF	CBLIF
CBL	CBL
SLC22A18	SLC67A1
KRT6A	KRT75
YTHDF1	YTHDF1
DNAJC6	DNAJC6
UBE2Q2	UBE2Q2
HNRNPA3	HNRNPA3
CDKN1C	CDKN1C
UGGT1	UGGT1
TCIRG1	TCIRG1
PDZD3	NHERF4
LEPROT	LEPROT
ZNF423	ZNF423
KCNQ1	KCNQ1
SNX7	SNX7
KRT75	KRT75
CHRNB4	CHRNB4
ALDH3B1	ALDH3B2
NLRX1	NLRX1
VPREB3	VPREB3
SRCIN1	SRCIN1
HS6ST1	HS6ST1
SNAP29	SNAP29
LEPR	LEPR
CHRNA3	CHRNA3
BIRC7	BIRC7
FAM168B	FAM168B
NUP160	NUP160
ABCG4	ABCG4
CBLN1	CBLN1
PLEKHB2	PLEKHB2
DHRS9	DHRS9
N4BP1	N4BP1
ATG4C	ATG4C
HINFP	HINFP
MTX2	MTX2
	GAS2
CHRNA5	CHRNA5
HAO2	HAO2
TSSC4	TSSC4
KAT7	KAT7
WARS2	WARS2
DPYD	DPYD
ALG6	ALG6
GSTK1	GSTK1
NKAIN4	NKAIN4
PSMA4	HYKK
MRPL21	MRPL21
PI4KA	PI4KA
SLC35B1	SLC35B1
GCHFR	GCHFR
IREB2	IREB2
SPOP	SPOP
PTBP2	PTBP2
ANKRD13D	ANKRD13D
KRT80	KRT80
KCTD18	KCTD18
SERPIND1	SERPIND1
RWDD3	RWDD3
NXPH3	NXPH3
TRPM5	TRPM5
RIMS4	RIMS4
SGO2	SGO2
CRABP1	CRABP1
NGFR	NGFR
SIAH1	SIAH1
KCNK15	KCNK15
BCDIN3D	BCDIN3D
POU2AF1	POU2AF1
MUC6	MUC6
TTC36	TTC36
LONP2	LONP2
FAIM2	FAIM2
ATF7	ATF7
WDR61	SKIC8
KMT2A	KMT2A
MPP3	MPP3
TARBP2	TARBP2
CFAP97D1	CFAP97D1
DNAJA4	DNAJA4
ATP5L	ATP5MG
ATP5L	ATP5MGL
PHKB	PHKB
AMER3	AMER3
WISP2	CCN5
MAP3K12	MAP3K12
ACSBG1	ACSBG1
ITGB3BP	ITGB3BP
HIC2	HIC2
UBE4A	UBE4A
CCND2	CCND2
ADA	ADA
CHID1	CHID1
SOST	SOST
MEOX1	MEOX1
ABCB11	ABCB11
KLHL6	KLHL6
SERINC3	SERINC3
ITFG1	ITFG1
UBE2L3	UBE2L3
UBE2L3	UBE2L5
IDH3A	IDH3A
TTPAL	TTPAL
PCBP2	PCBP2
KLHL24	KLHL24
PPP1R1B	PPP1R1B
YDJC	YDJC
SDF2L1	SDF2L1
EFCAB7	EFCAB7
ETV4	ETV4
USP28	USP28
AMHR2	AMHR2
TSPAN4	TSPAN4
NDUFA9	NDUFA9
TOP3B	TOP3B
NETO2	NETO2
HNF4A	HNF4A
POLR2L	POLR2L
YEATS2	YEATS2
STARD3	STARD3
PPM1F	PPM1F
OTOG	OTOG
R3HDML	R3HDML
PGM1	PGM1
SP1	SP1
MAP6D1	MAP6D1
C2CD2L	C2CD2L
PARL	PARL
MAPK3	MAPK1
FTL	FTL
FTL	FTMT
FTL	FTHL17
H2AFX	H2AX
DHX8	DHX8
EDEM2	EDEM2
PARD6A	PARD6A
DPAGT1	DPAGT1
MYOD1	MYOD1
HERPUD1	HERPUD1
YPEL1	YPEL1
TCAP	TCAP
CLDN15	CLDN15
CIB2	CIB2
ZDHHC1	ZDHHC1
PNMT	PNMT
DUSP28	DUSP28
TPPP3	TPPP3
PPIL2	PPIL2
AAAS	AAAS
TBC1D2B	TBC1D2B
CHMP4B	CHMP4B
CHMP4B	CHMP4BP1
OGFOD1	OGFOD1
PHB	PHB1
ROR1	ROR1
KCNA1	KCNA1
KCNC1	KCNC1
GPC1	GPC1
HMBS	HMBS
NUDT21	NUDT21
HIRA	HIRA
C12orf10	MYG1
PIGU	PIGU
AMFR	AMFR
SIK2	SIK2
VDR	VDR
TLDC2	TLDC2
PGAP3	PGAP3
TMEM106C	TMEM106C
DAPK2	DAPK2
SERGEF	SERGEF
SAMHD1	SAMHD1
MRPL40	MRPL40
PHAF1	PHAF1
C22orf39	C22orf39
SAAL1	SAAL1
ZNF652	ZNF652
FEZ1	FEZ1
B3GNT9	B3GNT9
HERC1	HERC1
RBL1	RBL1
UFD1	UFD1
PKNOX2	PKNOX2
SAA	SAA1
SAA	SAA2
SAA	SAA4
	KCTD19
GRM4	GRM4
CACHD1	CACHD1
PHOSPHO1	PHOSPHO1
SLC16A1	SLC16A1
HTR3A	HTR3A
HPS5	HPS5
KCTD19	KCTD19
CHD6	CHD6
AHCYL1	AHCYL1
IMP4	IMP4
ZBTB32	ZBTB16
FBXL22	FBXL22
SENP1	SENP1
ADGRG3	ADGRG3
GTF2H1	GTF2H1
CCDC61	CCDC61
LDHA	LDHA
RAVER2	RAVER2
STRIP1	STRIP1
ADGRG1	ADGRG1
KCNB1	KCNB1
	NME9
ERBB2	ERBB2
CDC45	CDC45
SNORD21	SNORD21
USP3	USP3
ALX3	ALX3
GPR37L1	GPR37L1
gga-mir-137	MIR137
ADGRG5	ADGRG5
TGM3	TGM3
NTF3	NTF3
JAK1	JAK1
DDAH1	DDAH1
CLDN5	CLDN5
ABI3	ABI3
CCDC102A	CCDC102A
CA12	CA12
GNGT2	GNGT2
ARL8A	ARL8A
VPS8	VPS8
	ANO2
CASC3	CASC3
DNASE2B	DNASE2B
RAB8B	RAB8B
RPS27L	RPS27L
SEPTIN5	SEPTIN5
CNN3	CNN3
CCDC15	CCDC15
CCNDBP1	CCNDBP1
SPTY2D1	SPTY2D1
FAF1	FAF1
C3orf70	C3orf70
EHHADH	EHHADH
LACTB	LACTB
MIEN1	MIEN1
MAP3K13	MAP3K13
HEPACAM	HEPACAM
DNTTIP2	DNTTIP2
TOX3	TOX3
TMEM41A	TMEM41A
GP1BB	GP1BB
TGM6	TGM6
ATP6V0B	ATP6V0B
TBX1	TBX1
GRB7	GRB7
CEP63	CEP63
TMEM86A	TMEM86A
CDKN2C	CDKN2C
VWF	VWF
URI1	URI1
EPB42	EPB42
BRDT	BRDT
RAPGEFL1	RAPGEFL1
PTPN5	PTPN5
WIPF2	WIPF2
ZNFX1	ZNFX1
ZNF536	ZNF536
PHACTR3	PHACTR3
KY	KY
PFKM	PFKM
CDC6	CDC6
GNB1L	GNB1L
KCNA10	KCNA10
CD81	CD81
ASB8	ASB8
ST6GALNAC3	ST6GALNAC3
EPHB1	EPHB1
TSPAN32	TSPAN32
PFDN5	PFDN5
	SYCP2
A4GNT	A4GNT
ROBO3	ROBO3
ESPL1	ESPL1
PPP1R3D	PPP1R3D
FAM217B	FAM217B
MTSS1L	MTSS2
IKZF3	IKZF3
DZIP1L	DZIP1L
ASCL2	ASCL2
TPM1	TPM1
KCNA3	KCNA3
CLDN18	CLDN18
	GBP6
INS	INS
TXNRD2	TXNRD2
CSAD	CSAD
CRYGS	CRYGS
ZNF740	ZNF740
IGF2	IGF2
RARA	RARA
TLN2	TLN2
	PNPLA1
TBCCD1	TBCCD1
DLGAP4	DLGAP4
TTC39A	TTC39A
ADORA1	ADORA1
MRPL23	MRPL23
ZPBP2	ZPBP2
COMT	COMT
SRSF6	SRSF6
TNNI2	TNNI2
MYBPHL	MYBPH
EPS15	EPS15
DNAJB11	DNAJB11
LRRC3C	LRRC3C
CD9	CD9
PROCR	PROCR
PNPLA1	PNPLA1
MFSD5	MFSD5
LSP1P1	LSP1
NOBOX	NOBOX
RARG	RARG
DENND2D	DENND2D
PRR33	PRR33
PFKL	PFKL
ORMDL3	ORMDL3
ARHGEF5	ARHGEF5
SYT8	SYT8
ARVCF	ARVCF
VPS13C	VPS13C
MSANTD2	MSANTD2
THRA	THRA
PRMT1	PRMT8
NRDC	NRDC
CTSD	CTSD
SPRYD3	SPRYD3
TSHZ3	TSHZ3
CEPT1	CEPT1
TANGO2	TANGO2
ESAM	ESAM
CFAP410	CFAP410
EPB41L1	EPB41L1
IFITM10	IFITM10
NRGN	NRGN
PANX3	PANX3
DUSP8	DUSP8
ZNF507	ZNF507
AAR2	AAR2
GSDMA	GSDMC
GSDMA	GSDMA
GSDMA	GSDMD
GSDMA	GSDMB
TRA2B	TRA2B
RAB3B	RAB3B
ETV7	ETV7
EIF6	EIF6
PARP11	PARP11
RORA	RORA
RPUSD4	RPUSD4
MMP24	MMP24
NCOR2	NCOR2
PRKAG1	PRKAG1
PSMD3	PSMD3
PUS3	PUS3
RFLNA	RFLNA
CCDC92	CCDC92
IGF2BP2	IGF2BP2
HYLS1	HYLS1
DPY19L3	DPY19L3
CSF3	CSF3
BEND5	BEND5
KMT2D	KMT2D
MOB2	MOB2
ICE2	ICE2
DNAH10	DNAH10
MAP1LC3A	MAP1LC3A
MED24	MED24
RBM7	RBM7
STIL	STIL
SENP2	SENP2
KCTD20	KCTD20
DYNLRB1	DYNLRB1
REXO2	REXO2
DHH	DHH
NR1D1	NR1D1
LMBR1L	LMBR1L
AMOTL2	AMOTL2
MSL1	MSL1
BRSK1	BRSK2
ATP6V0A2	ATP6V0A2
	TUBA1C
SHISA4	SHISA4
MANBAL13	MANBAL
RYK	RYK
CADM1	CADM1
TCTN2	TCTN2
DRAM2	DRAM2
ANXA2	ANXA2
GTF2H3	GTF2H3
TRABD2B	TRABD2B
TRADD	TRADD
IGF2BP1	IGF2BP1
FBXL8	FBXL8
TOLLIP	TOLLIP
EIF2B1	EIF2B1
C1orf106	INAVA
HSF4	HSF4
FOXB1	FOXB1
SLCO2A1	SLCO2A1
BNIP2	BNIP2
TEAD4	TEAD4
HSDL1	HSDL1
DDX55	DDX55
LRIF1	LRIF1
RND2	RND2
DNAAF1	DNAAF1
GTF2A2	GTF2A2
TF	LTF
PYM1	PYM1
BUD13	BUD13
BRCA1	BRCA1
ITCH	ITCH
HOXD3	HOXD3
GCNT3	GCNT3
TMED2	TMED2
SLC5A9	SLC5A9
FOXM1	FOXM1
AQP12A	AQP12A
AQP12A	AQP12B
AOX1	AOX1
AHCY	AHCY
MBTPS1	MBTPS1
ZPR1	ZPR1
OTUD7A	OTUD7A
DGKA	DGKA
STK38	STK38
NBR1	NBR1
ASIP	ASIP
SLC38A8	SLC38A8
RILPL2	RILPL2
PAK2	PAK2
KLF13	KLF13
PMEL	PMEL
HOXD4	HOXD4
TULP3	TULP3
TRPM1	TRPM1
APOA5	APOA5
APOA4	APOA4
MTMR10	MTMR10
MPP2	MPP2
HOXD8	HOXD8
EIF2S2	EIF2S2
PIGX	PIGX
CDK2	CDK2
PPFIA1	PPFIA1
SPATA6	SPATA6
OSGIN1	NECAB2
FAN1	FAN1
HOXD9	HOXD9
SNRNP35	SNRNP35
CLEC18B	CLEC18A
CLEC18B	CLEC18B
CLEC18B	CLEC18C
CTTN	CTTN
RALY	RALY
CDC27	CDC27
ELAPOR1	ELAPOR1
APOA1	APOA1
ITFG2	ITFG2
MPHOSPH10	MPHOSPH10
RAB5B	RAB5B
HOXD11	HOXD11
CEP19	CEP19
HOXD12	HOXD12
UBE2T	UBE2T
MCEE	MCEE
PDCD5	PDCD5
SARS1	SARS1
SIK3	SIK3
SUOX	SUOX
HOXD13	HOXD13
SHANK2	SHANK2
BZW1	BZW1
FKBP4	FKBP4
DDX6	DDX6
NRROS	NRROS
IKZF4	IKZF4
FBXO45	FBXO45
CXCR5	CXCR5
CD59	CD59
CLK1	CLK1
WDR53	WDR53
ANKRD27	ANKRD27
PPIL3	PPIL3
CELSR2	CELSR2
KANSL1	KANSL1
ADIPOR1	ADIPOR1
NIF3L1	NIF3L1
SBNO1	SBNO1
RNF168	RNF168
APBA2	APBA2
GBX1	GBX1
NFIA	NFIA
UCKL1	UCKL1
FBXO3	FBXO3
NUDT19	NUDT19
NECAP1	NECAP1
RPS26	RPS26
ASB10	ASB10
DNAJC5	DNAJC5
UBXN7	UBXN7
RBM33	RBM33
	TDRD12
TIMM17B	TIMM17A
ERBB3	ERBB3
ORC2	ORC2
SLC7A9	SLC7A9
HTR5A	HTR5A
MAPT	MAPT
INSIG1	INSIG1
FAM189A1	ENTREP2
TXNDC12	TXNDC12
TNFRSF1A	TNFRSF1A
EN2	EN2
PA2G4	PA2G4
BTF3L4	BTF3L4
ZFYVE9	ZFYVE9
BCL9L	BCL9L
TM4SF19	TM4SF19
FAM126B	HYCC2
LMO2	LMO2
PPIL1	PPIL1
ESYT1	ESYT1
CCDC84	CENATAC
CDK2AP1	CDK2AP1
CPNE5	CPNE5
CEP89	CEP89
TJP1	TJP1
C12orf65	MTRFR
CAPRIN1	CAPRIN1
SORT1	SORT1
SLC37A4	SLC37A4
SLC25A39	SLC25A39
TARSL2	TARS3
NEU4	NEU4
ORC1	ORC1
METTL16	METTL16
LMOD1	LMOD1
MPHOSPH9	MPHOSPH9
SNAP47	SNAP47
TRAPPC4	TRAPPC4
TM2D3	TM2D3
FAAP24	FAAP24
NDUFB3	NDUFB3
TPD52L2	TPD52L2
POLQ	POLQ
RUNDC3A	RUNDC3A
HYOU1	HYOU1
JMJD4	JMJD4
GAL3ST2	GAL3ST2
CFLAR	CFLAR
PRPF38A	PRPF38A
RHPN2	RHPN2
D2HGDH	D2HGDH
NAT10	NAT10
CASP10	CASP10
MYL6	MYL6
ING5	ING5
ZBTB46	ZBTB46
SLC4A1	SLC4A1
ABTB2	ABTB2
CASP18	CASP4
CASP18	CASP5
CASP18	PYDC1
CASP18	CARD18
CASP18	CASP1
CASP18	CARD16
PITPNM2	PITPNM2
SLC2A4RG	SLC2A4RG
SMARCC2	SMARCC2
PKP1	PKP1
ARL6IP4	ARL6IP4
ZCCHC11	TUT4
	WDR88
RNF41	RNF41
ADAL	MAPDA
NABP2	NABP2
OGFOD2	OGFOD2
DTYMK	DTYMK
ZGPAT	ZGPAT
LARP6	LARP6
CASP8	CASP8
ALS2L	ALS2CL
GPX7	GPX7
PHLDB1	PHLDB1
SLC39A5	SLC39A5
UBTF	UBTF
CAT	CAT
STXBP5L	STXBP5L
TRAK2	TRAK2
ATG4B	ATG4B
ANKRD52	ANKRD52
VIPR2	VIPR2
STRADB	STRADB
DRD2	DRD2
MNX1	MNX1
GTF2E1	GTF2E1
ELF5	ELF5
NOM1	NOM1
THAP4	THAP4
TMEM237	TMEM237
UBE3C	UBE3C
ANKK1	ANKK1
CS	CS
G6PC3	G6PC3
KLHL30	KLHL30
EHF	EHF
ILKAP	ILKAP
COQ10A	COQ10A
RABL3	RABL3
PDHX	PDHX
DNAJB6	DNAJB6
ABCB9	ABCB9
APIP	APIP
KIF1A	KIF1A
MPP4	MPP4
HGD	HGD
PAN2	PAN2
NCAM1	NCAM1
NCAPG2	NCAPG2
VPS37B	VPS37B
AGXT	AGXT
ARFRP1	ARFRP1
LSM12	LSM12
MAB21L4	MAB21L4
TNFRSF6B	TNFRSF6B
ITM2C	ITM2C
STAT2	STAT2
AGAP3	AGAP3
TMEM101	TMEM101
CAB39	CAB39
RTEL1	RTEL1
CD44	CD44
LRP3	LRP3
	TP53TG5
BHLHE23	BHLHE23
APOF	APOF
FAM159A	SHISAL2A
PTS	PTS
RNF32	RNF32
TIMELESS	TIMELESS
NDUFB4	NDUFB4
COA7	COA7
IGFN1	IGFN1
HIP1R	HIP1R
ZYG11A	ZYG11B
SLC7A10	SLC7A10
MIP	MIP
DENR	DENR
HES6	HES6
ECHDC2	ECHDC2
FSTL1	FSTL1
CEBPA	CEBPA
BCO2	BCO2
TMEM9	TMEM9
PER2	PER2
ESYT2	ESYT2
ALS2	ALS2
RBMS2	RBMS2
SCP2	SCP2
GPR156	GPR156
TEX12	TEX12
GPN3	GPN3
SLC1A2	SLC1A2
PODN	PODN
CDK15	CDK15
VAMP2	VAMP2
IL18	IL18
SLC1A7	SLC1A7
BAZ2A	BAZ2A
COL1A1	COL1A1
LMBR1	LMBR1
ATP5B	ATP5F1B
ARPC3	ARPC3
GSK3A	GSK3B
SDHD	SDHD
CEBPG	CEBPG
ANAPC7	ANAPC7
WDR60	DYNC2I1
PIK3CB	PIK3CB
PAMR1	PAMR1
ATP2A2	ATP2A2
SUMO1	SUMO1
MAATS1	CFAP91
COPB2	COPB2
PIH1D2	PIH1D2
CPT2	CPT2
IFT81	IFT81
TMEM183A	TMEM183A
CZIB	CZIB
DLAT	DLAT
NOP58	NOP58
MRPS22	MRPS22
MAGOH	MAGOHB
LDLRAD3	LDLRAD3
C11orf52	C11orf52
PTGES3	PTGES3
POPDC2	POPDC2
RBP2	RBP2
COMMD9	COMMD9
RBP1	RBP1
PLA1A	PLA1A
TMEM120B	TMEM120B
PPFIA4	PPFIA4
PRR5L	PRR5L
CRYAB	CRYAB
P2RX7	P2RX7
PEPD	PEPD
TRAF6	TRAF6
BMPR2	BMPR2
HSPB2	HSPB2
RAG1	RAG1
P2RX4	P2RX4
LRP8	LRP8
MYOG	MYOG
DPP6	DPP6
NACA	NACA
NHLH2	NHLH2
FAM117B	FAM117B
C11orf1	CFAP68
DMRTB1	DMRTB1
FDXACB1	FDXACB1
CHST8	CHST8
PRIM1	PRIM1
WDR12	WDR12
RDH16	RDH16
IGSF9B	IGSF9B
RAG2	RAG2
CLSTN2	CLSTN2
PAXIP1	PAXIP1
SGCA	SGCA
C11orf74	IFTAP
GLIS1	GLIS1
PPP1R19B	PPP1R9B
ANAPC5	ANAPC5
LPCAT2	LPCAT2
SHH	SHH
CARF	CARF
SAMD14	SAMD14
TRIM42	TRIM42
ZBTB39	ZBTB39
NDC1	NDC1
RNF34	RNF34
NCAPD3	NCAPD3
PDK2	PDK2
HSPB11	IFT25
gga-mir-204-2	MIR211
	RDH16
ITGA3	ITGA3
KDM2B	KDM2B
DUS2	DUS2
